temperature,pressure,jobarrival_Machine,usedrawmaterial_amount,flow
-19.7934999308816,-19.5164546111393,-18.5238761423915,-19.8186586465147,-18.4044681551971
-20.9123306611074,-19.1672725395217,-20.7483886515896,-24.9917202349066,-24.8711499260611
6.64093224480301,6.689473425599,5.89699565991463,6.46210724066838,4.90339311312611
1.98124698256406,1.67728655162319,0.152946575827827,-1.68834732098977,0.538990976051501
4.19388736195676,2.59073273887725,3.84341638091892,3.23653752602717,2.72727558253146
-15.1142806908054,-14.8488268373667,-12.3123156740651,-15.7021089554712,-13.9618802044932
9.08979721644675,10.2211966809339,11.86486880085,12.3104179184601,8.93210874212905
-9.30605912079025,-8.14356106188724,-8.25513330514731,-9.48778032268628,-8.18760144917665
1.29960157189339,1.83048925162928,-1.72649987867319,-1.56061873692822,-1.76512468812631
-0.868496057038851,-3.08000719421983,-2.67171548508382,-3.6096728420148,-0.907959632519962
11.8577917382185,11.2846243819144,11.6566989702153,8.41875269373236,7.43945003322909
-2.70516397049919,-2.79111924862987,-2.07837170540535,-2.72853905785541,-4.24669981069785
3.13790263597613,4.45424308916513,3.82945508275703,4.21884163941822,5.34099975715943
-0.330960956465649,-3.1627449648906,-2.8751743024929,-3.0556422249516,-3.45714216204685
-1.77195233096104,-1.33494532613563,-3.17609378437741,-1.69214795712295,-1.84314354830825
-2.27283713284939,-1.83423667376204,-0.739033850975299,0.378080928516081,-4.01619607801341
-9.62911472950668,-9.00973687217731,-11.0198688692054,-13.4535384720439,-8.74575479212859
9.29757308855675,8.84158564561059,7.58608330241265,7.77220930007153,9.39199742466142
-9.84017801433824,-7.61317781150353,-11.5635938833249,-8.8009266394565,-7.01476534100169
-9.73689582159132,-10.3365047268447,-11.495705204839,-13.2363412590896,-10.7239130534847
8.78938218965484,10.6935998718097,10.1364910149067,11.4712609992199,9.47217867551714
21.3875733167958,19.6429381912483,20.7052674966536,19.4343607600839,18.2188012805613
-39.8678096134067,-37.9552735343499,-37.6125577822956,-37.8122730793702,-36.7604616627442
9.81802224384853,3.69845165493199,4.71153834913409,7.24564457995114,8.03954369634907
-1.00495999887047,-3.47426061285792,-2.69872877565813,-3.38808753942157,4.61522677187031
22.0205283070728,24.4002319181096,22.3010017951209,23.5954113451202,20.7398184489691
4.01575044526952,4.69080903943622,1.72723493811518,3.34885747962994,3.9544777207926
5.02065699074035,4.03296943556771,5.53277268806565,5.6515546484484,7.10313831650699
11.8494846751261,10.1939743553647,10.2294886792048,11.8799967070093,9.78742371915239
8.68266745555906,7.19423009872587,7.4615391393309,7.58906187159819,8.98800799052481
6.70123854913819,6.64483157537016,9.18846825368935,7.08493302092835,5.6263707312545
14.7882443995071,16.2314110445672,17.3681854232051,16.320031659756,16.3988404421755
-19.7629793622024,-18.557579640705,-18.5086315516659,-17.8366241663417,-18.0868554572034
3.1854426044782,3.94198436959562,4.84113231497437,7.0195061532954,3.44767293808889
11.5456575965462,10.8166352949915,10.8756786531292,8.53453865704068,8.97248002314569
17.8068593715986,18.8507447313989,19.1746591403642,20.362548862501,17.8448588269891
-9.36286515256968,-7.83891429378788,-8.11523848345347,-7.04632128710406,-6.30841482433774
1.03296895920142,-1.24479451709319,-0.270459921817837,0.792704362206408,-0.677527842475928
-35.4119418458196,-35.8700045581665,-36.8398393247079,-35.8798912306958,-32.9072039321267
-14.9865690916526,-12.2427927971919,-13.9293784178203,-11.7566917024428,-13.4700425451765
8.2682522782227,6.99856835621424,4.41332465960203,6.77267504943849,6.04931865799719
-24.5137185750782,-24.224198951491,-24.9248044646941,-26.8026906439615,-24.0458072822114
-6.90743651263262,-7.26904988639836,-6.8021400153108,-4.6856617929287,-3.20951009078825
-1.85778910920531,-4.70396376773218,-4.57685873338251,-5.26465026287176,-3.31726788594736
17.5828615506504,18.4047915755939,17.0766934707178,17.0683966997801,16.3829866946445
15.980544240025,17.3633085263025,14.7058984872783,15.2441806635501,17.0703247761168
-3.34339660770805,-2.54524766866281,-3.79618568351192,-1.06845357076445,-2.70891641583569
-3.93450632866349,-3.46049120976982,-1.57695592416139,1.46998846612646,-1.45973777802436
-22.9321089292865,-24.6257801145094,-27.0971531321195,-25.774796579122,-21.7096558710231
3.26835298368649,-0.0499390302042468,-0.57845847466603,0.782823286965404,-1.79406349664504
-4.42292068906406,-4.8327293152485,-8.19910457993345,-10.8677980233307,-7.64715777449509
8.41676681763641,8.26720346647621,5.19941993700742,5.32119527062575,8.14532548170444
-0.472998874549909,4.40667079198781,-0.56174868978672,-0.161492662289758,0.781067972773664
-11.0200339046349,-10.5839170178364,-9.2059824687793,-11.6312928585591,-10.9910354441414
5.5094618127348,5.07343465792701,5.87999616002809,8.08421791670029,9.5446903460909
-7.51093080697237,-11.0517764213299,-11.7116928319258,-12.0568196055652,-9.58680460410129
16.5162592470202,14.1047821486403,16.8271212172722,18.7703374631681,15.3564313394296
-12.0252870657666,-12.6419066201175,-14.3830846451174,-16.4696726851897,-13.8231078549363
27.3240443812756,28.1738028329507,28.1527642773293,29.5988236431637,26.4629316646682
1.95696846802834,2.86719239050189,0.386693831514475,-0.648189236739652,0.500082899049031
11.0187886704275,12.4412902809548,11.2052700549362,9.80403790433487,8.45986076392497
-23.0271542925991,-22.4783869888769,-23.2724763517472,-21.6089600551706,-19.7759335563587
18.1899323612657,16.6556193908933,18.2748121939353,19.0873145228931,16.5328266337969
5.69225748147132,5.11318907927951,4.76953193348623,4.19124682733659,6.07318993590768
1.24924230056184,3.56366252318057,1.69425905780051,1.29649834579223,3.44637555278448
6.40703991314056,5.01611815522917,6.48460142161483,5.12528686875577,4.71474351627028
7.16777050347939,5.82652668685268,5.26309820965538,7.6141974421339,10.7865066670767
-1.66024281035513,0.779010106597699,-3.58490351388947,-4.76717339724176,-1.07431794162362
-8.08623150907062,-6.92858475332798,-6.73179691614848,-5.1069962512928,-6.76212628531911
-1.83009428507619,-1.14067315188177,2.5127439630075,2.60946649735955,-0.513051530201094
-12.3120094628866,-9.74379845551693,-10.3942151349749,-11.7347194556116,-10.0855777155325
-24.3267972759258,-20.6129498953053,-21.0313074265817,-24.4748227128439,-22.647635729807
-21.5412156141273,-21.5914271037674,-25.7485513023222,-23.2535538319546,-20.8911871660445
20.5688772318021,22.2964565247753,21.526653179553,23.6411970886459,19.5038540648179
-0.630208019034474,-3.48341012676235,-3.92871317307454,-5.47533218266184,-5.1627336853444
-18.6341637276169,-14.4618867122752,-16.0877700749335,-13.5406541788838,-14.5707222775379
17.2743471613365,15.3296663261321,15.1621842053276,15.2907817891039,14.2524882485431
-6.73501175609023,-5.83852255625313,-5.1098023098147,-5.86134625604976,-6.24484504177059
-9.10089162605096,-9.92485600752183,-8.00682942602784,-8.79379809387398,-8.86016884329678
-3.20580607225433,-1.39155773209332,-4.58104023112922,-6.8475736042139,-7.46517504160201
9.32211793202859,13.5781205614138,8.4629055463849,9.64975312542661,7.66688637799309
21.4385766124396,22.1646946912534,21.4474731983336,23.5312488703538,22.1781496529714
